route_id,trip_id,trip_headsign,service_id,direction_id,shape_id,wheelchair_accessible,bikes_allowed
25,26042801,"Le Gua, Les Saillants",12345-MSHLVH04_ST8_4_HI2122-MSHLVH05_ST8_5_HI2122-MSHLW04_ST11_4_HI2122-MSHLW05_ST11_5_HI2122,0,SEM_25_1,1,2
A,25806623,"Le Pont-de-Claix, L'Etoile",1234567-MEHS00_ST5_0_HI2122-MEHS01_ST5_1_HI2122,0,SEM_A_3,1,2
15,25799271,"Domène, Chenevières",1234567-MAHS01_ST5_1_HI2122,0,SEM_15_12,1,2
56,25833958,"Grenoble, Casamaures - Village",12345-MFHLV10c_ST0_10_HI2122,0,SEM_56_2,1,2
A,25806574,"Fontaine, La Poya",1234567-MEHS00_ST5_0_HI2122-MEHS01_ST5_1_HI2122,1,SEM_A_4,1,2
4,26322104,"Grenoble, Victor Hugo",1234567-MEHS05_ST5_5_HI2122,1,SEM_C4_2,1,2
4,26356461,"Grenoble, Victor Hugo",12345-MEHLV09_ST8_9_HI2122-MEHW09_ST11_9_HI2122,1,SEM_C4_2,1,2
D,25971294,"Saint-Martin-d'Hères, Etienne Grappe",12345-MGHLV19_ST0_19_HI2122,1,SEM_D_2,1,2
B,26354141,"Grenoble, Oxford",1234567-MGHS05_ST5_5_HI2122,1,SEM_B_2,1,2
C,26148539,"Saint-Martin-d'Hères, Condillac - Universités",12345-MGHLV19_ST0_19_HI2122,0,SEM_C_1,1,2
16,26020725,"Corenc, Montfleury",123456*-MSILV01_ST21_1_HI2122-MSILV02_ST21_2_HI2122,0,SEM_16_1,1,2
3,26322243,"Échirolles, Centre du graphisme",1234567-MEHS05_ST5_5_HI2122,1,SEM_C3_2,1,2
5,26307941,"Grenoble, Palais de Justice - Gare",12345-MSILV02_ST21_2_HI2122,0,SEM_C5_1,1,2
A,25863000,"Grenoble, Grand'place",12345-MEILVI02_ST21_2_HI2122,0,SEM_A_3,1,2
E,26332806,"Grenoble, Louise Michel",12345-MGHLV20_ST0_20_HI2122,0,SEM_E_2,1,2
B,25866743,"Gières, Plaine des Sports",12345-MGHLV13_ST0_13_HI2122,0,SEM_B_1,1,2
13,25631724,"Poisat, Cimetière Intercommunal",1234567-MEHD00_ST6_0_HI2122,0,SEM_13_5,1,2
A,26296718,"Le Pont-de-Claix, L'Etoile",1234567-MEHS04_ST5_4_HI2122,0,SEM_A_3,1,2
1,25762603,"Grenoble, Cité Jean Macé",12345-MSHLVH04_ST8_4_HI2122-MSHLW04_ST11_4_HI2122,1,SEM_C1_5,1,2
13,25633922,"Meylan, Lycée du Grésivaudan",1234567-MEHS00_ST5_0_HI2122-MEHS01_ST5_1_HI2122-MEHS04_ST5_4_HI2122-MEHS05_ST5_5_HI2122,1,SEM_13_2,1,2
6,26318766,"Saint-Martin-d'Hères, Henri Wallon",1234567-MSHSAH06_ST5_6_HI2122,1,,1,2
1,26308127,"Grenoble, Cité Jean Macé",12345-MSILV02_ST21_2_HI2122,1,SEM_C1_1,1,2
13,25633917,"Poisat, Cimetière Intercommunal",1234567-MEHS00_ST5_0_HI2122-MEHS01_ST5_1_HI2122-MEHS04_ST5_4_HI2122-MEHS05_ST5_5_HI2122,0,SEM_13_5,1,2
B,26249657,"Gières, Plaine des Sports",1234567-MGHS04_ST5_4_HI2122,0,SEM_B_1,1,2
51,25833824,"Veurey-Voroize, La Rive",12345-MFHLV10c_ST0_10_HI2122,0,SEM_51_4,1,2
A,26351754,"Grenoble, Polesud - Alpexpo",12345-MEILVI03_ST21_3_HI2122,1,SEM_A_4,1,2
3,26342725,"Grenoble, Victor Hugo",12345-MEILVI03_ST21_3_HI2122,0,SEM_C3_1,1,2
2,26016178,"Claix, Pont Rouge",12345-MEHLV08_ST8_8_HI2122-MEHLV09_ST8_9_HI2122-MEHW08_ST11_8_HI2122-MEHW09_ST11_9_HI2122-MEILVI02_ST21_2_HI2122-MEILVI03_ST21_3_HI2122,0,SEM_C2_2,1,2
A,25806771,"Le Pont-de-Claix, L'Etoile",1234567-MEHS00_ST5_0_HI2122-MEHS01_ST5_1_HI2122,0,SEM_A_3,1,2
5,26306497,"Grenoble, Palais de Justice - Gare",12345-MSILV01_ST21_1_HI2122,0,SEM_C5_1,1,2
61,25840660,"Saint-Égrève, Muret",12345-MFVLV01c_ST21_1_HI2122,0,SEM_61_1,1,2
6,26140497,"Saint-Martin-d'Hères, Henri Wallon",12345-MSHLVH04_ST8_4_HI2122-MSHLVH05_ST8_5_HI2122-MSHLW04_ST11_4_HI2122-MSHLW05_ST11_5_HI2122,1,,1,2
C,26148517,"Seyssins, Le Prisme",12345-MGHLV19_ST0_19_HI2122,1,SEM_C_2,1,2
44,25832593,"Le Gua, Les Saillants",12345-MFHLV10c_ST0_10_HI2122,0,SEM_44_3,1,2
22,25700803,"Grenoble, Oxford",1234567-MSHDF02_ST6_2_HI2122,1,SEM_22_2,1,2
12,25634493,"Saint-Martin-d'Hères, Les Alloves",1234567-MEHS00_ST5_0_HI2122-MEHS01_ST5_1_HI2122-MEHS04_ST5_4_HI2122-MEHS05_ST5_5_HI2122,1,SEM_12_1,1,2
B,26354972,"Grenoble, Oxford",12345-MGHLV20_ST0_20_HI2122,1,SEM_B_2,1,2
41,25832346,"Corenc, La Garenne",1234567-MFHS03_ST5_3_HI2122-MFHS04_ST5_4_HI2122,0,SEM_41_1,1,2
1,25785523,"Grenoble, Cité Jean Macé",1234567-MSHDF02_ST6_2_HI2122,1,SEM_C1_4,1,2
4,25876559,"Eybens, Le Verderet",12345-MEHLV08_ST8_8_HI2122-MEHW08_ST11_8_HI2122,0,SEM_C4_1,1,2
7,25730095,"Gières, Universités - Biologie",1234567-MSHSAH03_ST5_3_HI2122-MSHSAH05_ST5_5_HI2122,0,SEM_C7_1,1,2
D,25811241,"Gières, Plaine des Sports",12345-MGHLV13_ST0_13_HI2122-MGHLV16_ST0_16_HI2122-MGHLV20_ST0_20_HI2122-MGHLV21_ST0_21_HI2122,0,SEM_D_4,1,2
2,26246757,"Grenoble, Louise Michel",1234567-MEHS04_ST5_4_HI2122,1,SEM_C2_1,1,2
6,26140389,"Grenoble, Oxford",12345-MSHLVH04_ST8_4_HI2122-MSHLVH05_ST8_5_HI2122-MSHLW04_ST11_4_HI2122-MSHLW05_ST11_5_HI2122,0,,1,2
C,25810085,"Saint-Martin-d'Hères, Condillac - Universités",1234567-MGHS01_ST5_1_HI2122,0,SEM_C_1,1,2
4,25876411,"Eybens, Le Verderet",12345-MEHLV08_ST8_8_HI2122-MEHW08_ST11_8_HI2122,0,SEM_C4_1,1,2
A,25863040,"Fontaine, La Poya",12345-MEILVI02_ST21_2_HI2122,1,SEM_A_4,1,2
C,26249144,"Saint-Martin-d'Hères, Condillac - Universités",1234567-MGHS04_ST5_4_HI2122,0,SEM_C_1,1,2
41,25832344,"Corenc, La Garenne",1234567-MFHS03_ST5_3_HI2122-MFHS04_ST5_4_HI2122,0,SEM_41_1,1,2
A,26351444,"Fontaine, La Poya",12345-MEILVI03_ST21_3_HI2122,1,SEM_A_4,1,2
E,26332821,"Fontanil-Cornillon, Palluel",12345-MGHLV20_ST0_20_HI2122,1,SEM_E_1,1,2
61,25840661,"Quaix-en-Chartreuse, La Cime de Mont-Quaix",12345-MFVLV01c_ST21_1_HI2122,1,SEM_61_2,1,2
50,26272557,"Sassenage, Les Côtes",12345-MFVLV02c_ST21_2_HI2122,1,SEM_50_1,1,2
47,26210220,"Claix, Val d'Allières",12345-MFHLV10c_ST0_10_HI2122,0,SEM_47_1,1,2
3,26356196,"Grenoble, Victor Hugo",12345-MEHLV09_ST8_9_HI2122-MEHW09_ST11_9_HI2122,0,SEM_C3_1,1,2
1,26308306,"Montbonnot-Saint-Martin, Pré de l'Eau",12345-MSILV02_ST21_2_HI2122,0,SEM_C1_6,1,2
2,26246981,"Claix, Pont Rouge",1234567-MEHS04_ST5_4_HI2122,0,SEM_C2_2,1,2
E,25847531,"Grenoble, Louise Michel",12345-MGHLV16_ST0_16_HI2122,0,SEM_E_2,1,2
C,26146971,"Seyssins, Le Prisme",12345-MGHLV16_ST0_16_HI2122-MGHLV21_ST0_21_HI2122,1,SEM_C_2,1,2
3,26342612,"Échirolles, Centre du graphisme",12345-MEILVI03_ST21_3_HI2122,1,SEM_C3_2,1,2
A,26351911,"Fontaine, La Poya",1234567-MEHS05_ST5_5_HI2122,1,SEM_A_4,1,2
B,26249476,"Grenoble, Oxford",1234567-MGHS04_ST5_4_HI2122,1,SEM_B_2,1,2
3,26322320,"Grenoble, Victor Hugo",1234567-MEHS05_ST5_5_HI2122,0,SEM_C3_1,1,2
E,25947286,"Fontanil-Cornillon, Palluel",12345-MGHLV19_ST0_19_HI2122,1,SEM_E_1,1,2
16,26020680,"Le Pont-de-Claix, Gendarmerie",123456*-MSILV01_ST21_1_HI2122-MSILV02_ST21_2_HI2122,1,SEM_16_2,1,2
46,26273985,"Varces-Allières-et-Risset, Rond-Point de l'Europe",1234567-MFHS04_ST5_4_HI2122,1,SEM_46_6,1,2
3,26012570,"Échirolles, Centre du graphisme",12345-MEILVI02_ST21_2_HI2122,1,SEM_C3_2,1,2
51,26034269,"Saint-Égrève, Saint Egrève Gare",12345-MFVLV01c_ST21_1_HI2122,0,SEM_51_4,1,2
12,25632014,"Saint-Martin-d'Hères, Les Alloves",1234567-MEHD00_ST6_0_HI2122,1,SEM_12_1,1,2
B,26355012,"Gières, Plaine des Sports",12345-MGHLV20_ST0_20_HI2122,0,SEM_B_1,1,2
1,26308144,"Meylan, Maupertuis",12345-MSILV02_ST21_2_HI2122,0,SEM_C1_2,1,2
E,25847500,"Grenoble, Louise Michel",12345-MGHLV16_ST0_16_HI2122,0,SEM_E_2,1,2
14,26015454,"Gières, Gières Gare - Universités",12345-MAHLV04_ST0_4_HI2122,1,SEM_14_2,1,2
A,25862980,"Fontaine, La Poya",12345-MEILVI02_ST21_2_HI2122,1,SEM_A_4,1,2
5,25744029,"Grenoble, Palais de Justice - Gare",1234567-MSHSAH03_ST5_3_HI2122-MSHSAH05_ST5_5_HI2122,0,SEM_C5_1,1,2
E,26248513,"Fontanil-Cornillon, Palluel",1234567-MGHS04_ST5_4_HI2122,1,SEM_E_1,1,2
15,25799249,"Domène, Chenevières",1234567-MAHS01_ST5_1_HI2122,0,SEM_15_13,1,2
6,26308573,"Grenoble, Oxford",12345-MSILV02_ST21_2_HI2122,0,,1,2
42,25829503,"La Tronche, Grand Sablon",1234567-MFHD00_ST6_0_HI2122-MFHD01_ST6_1_HI2122,0,SEM_42_2,1,2
E,26096012,"Grenoble, Louise Michel",12345-MGHLV13_ST0_13_HI2122,0,SEM_E_2,1,2
1,25762661,"Grenoble, Cité Jean Macé",12345-MSHLVH04_ST8_4_HI2122-MSHLW04_ST11_4_HI2122,1,SEM_C1_1,1,2
C,26147046,"Saint-Martin-d'Hères, Condillac - Universités",12345-MGHLV16_ST0_16_HI2122-MGHLV21_ST0_21_HI2122,0,SEM_C_1,1,2
25,26042779,"Le Gua, Les Saillants",12345-MSHLVH04_ST8_4_HI2122-MSHLVH05_ST8_5_HI2122-MSHLW04_ST11_4_HI2122-MSHLW05_ST11_5_HI2122,0,SEM_25_1,1,2
3,26356149,"Grenoble, Victor Hugo",12345-MEHLV09_ST8_9_HI2122-MEHW09_ST11_9_HI2122,0,SEM_C3_1,1,2
E,25716491,"Fontanil-Cornillon, Palluel",1234567-MGHD03_ST6_3_HI2122,1,SEM_E_1,1,2
1,25785567,"Grenoble, Cité Jean Macé",1234567-MSHDF02_ST6_2_HI2122,1,SEM_C1_4,1,2
E,25717305,"Fontanil-Cornillon, Palluel",12345-MGHLV21_ST0_21_HI2122,1,SEM_E_1,1,2
13,25631734,"Poisat, Cimetière Intercommunal",1234567-MEHD00_ST6_0_HI2122,0,SEM_13_5,1,2
B,26235512,"Grenoble, Oxford",12345-MGHLV19_ST0_19_HI2122,1,SEM_B_2,1,2
E,25847325,"Fontanil-Cornillon, Palluel",12345-MGHLV16_ST0_16_HI2122,1,SEM_E_1,1,2
15,25799023,"Domène, Chenevières",12345-MAHLV04_ST0_4_HI2122,0,SEM_15_13,1,2
12,25641241,"Eybens, Maisons Neuves",12345-MEHLV08_ST8_8_HI2122-MEHLV09_ST8_9_HI2122-MEHW08_ST11_8_HI2122-MEHW09_ST11_9_HI2122,0,SEM_12_2,1,2
6,26308566,"Saint-Martin-d'Hères, Henri Wallon",12345-MSILV02_ST21_2_HI2122,1,,1,2
C,26146888,"Saint-Martin-d'Hères, Condillac - Universités",12345-MGHLV16_ST0_16_HI2122-MGHLV21_ST0_21_HI2122,0,SEM_C_1,1,2
B,26107503,"Grenoble, Oxford",12345-MGHLV16_ST0_16_HI2122-MGHLV21_ST0_21_HI2122,1,SEM_B_2,1,2
6,26308695,"Grenoble, Oxford",12345-MSILV02_ST21_2_HI2122,0,,1,2
4,26342717,"Eybens, Le Verderet",12345-MEILVI03_ST21_3_HI2122,0,SEM_C4_1,1,2
C,26148660,"Saint-Martin-d'Hères, Condillac - Universités",12345-MGHLV19_ST0_19_HI2122,0,SEM_C_1,1,2
A,26296455,"Le Pont-de-Claix, L'Etoile",1234567-MEHS04_ST5_4_HI2122,0,SEM_A_3,1,2
1,25785586,"Meylan, Maupertuis",1234567-MSHDF02_ST6_2_HI2122,0,SEM_C1_2,1,2
19,25702709,"Seyssins, Garlettes",12345-MSHLVH04_ST8_4_HI2122-MSHLVH05_ST8_5_HI2122-MSHLW04_ST11_4_HI2122-MSHLW05_ST11_5_HI2122,0,SEM_19_1,1,2
16,26137674,"Corenc, Montfleury",12345-MSHLVH04_ST8_4_HI2122-MSHLVH05_ST8_5_HI2122-MSHLW04_ST11_4_HI2122-MSHLW05_ST11_5_HI2122,0,SEM_16_1,1,2
E,25847417,"Grenoble, Condorcet",12345-MGHLV16_ST0_16_HI2122,1,SEM_E_5,1,2
4,26342650,"Eybens, Le Verderet",12345-MEILVI03_ST21_3_HI2122,0,SEM_C4_1,1,2
12,25634559,"Saint-Martin-d'Hères, Les Alloves",1234567-MEHS00_ST5_0_HI2122-MEHS01_ST5_1_HI2122-MEHS04_ST5_4_HI2122-MEHS05_ST5_5_HI2122,1,SEM_12_1,1,2
C,26148712,"Seyssins, Le Prisme",12345-MGHLV19_ST0_19_HI2122,1,SEM_C_2,1,2
6,26140428,"Grenoble, Oxford",12345-MSHLVH04_ST8_4_HI2122-MSHLVH05_ST8_5_HI2122-MSHLW04_ST11_4_HI2122-MSHLW05_ST11_5_HI2122,0,,1,2
5,25938190,"Grenoble, Palais de Justice - Gare",12345-MSHLVH04_ST8_4_HI2122-MSHLVH05_ST8_5_HI2122-MSHLW04_ST11_4_HI2122-MSHLW05_ST11_5_HI2122,0,SEM_C5_1,1,2
D,26228930,"Saint-Martin-d'Hères, Les Taillées - Universités",1234567-MGHD03_ST6_3_HI2122,0,SEM_D_4,1,2
D,25971266,"Saint-Martin-d'Hères, Les Taillées - Universités",12345-MGHLV19_ST0_19_HI2122,0,SEM_D_4,1,2
1,26308153,"Grenoble, Cité Jean Macé",12345-MSILV02_ST21_2_HI2122,1,SEM_C1_4,1,2
5,25938023,"Gières, Universités - Biologie",12345-MSHLVH04_ST8_4_HI2122-MSHLVH05_ST8_5_HI2122-MSHLW04_ST11_4_HI2122-MSHLW05_ST11_5_HI2122,1,SEM_C5_2,1,2
15,25798977,"Grenoble, Verdun - Préfecture",12345-MAHLV04_ST0_4_HI2122,1,SEM_15_10,1,2
A,26351948,"Fontaine, La Poya",1234567-MEHS05_ST5_5_HI2122,1,SEM_A_4,1,2
4,25877314,"Grenoble, Victor Hugo",1234567-MEHS00_ST5_0_HI2122-MEHS01_ST5_1_HI2122-MEHS04_ST5_4_HI2122,1,SEM_C4_2,1,2
C,25810114,"Saint-Martin-d'Hères, Condillac - Universités",1234567-MGHS01_ST5_1_HI2122,0,SEM_C_1,1,2
A,26352057,"Le Pont-de-Claix, L'Etoile",1234567-MEHS05_ST5_5_HI2122,0,SEM_A_3,1,2
C,25858464,"Saint-Martin-d'Hères, Condillac - Universités",12345-MGHLV13_ST0_13_HI2122,0,SEM_C_1,1,2
A,25713452,"Fontaine, La Poya",1234567-MEHD00_ST6_0_HI2122,1,SEM_A_4,1,2
B,26235494,"Grenoble, Oxford",12345-MGHLV19_ST0_19_HI2122,1,SEM_B_2,1,2
21,25800068,"Claix, Pont Rouge",12345-MAVLV01_ST21_1_HI2122,0,SEM_21_1,1,2
19,25702910,"Sassenage, L'Ovalie",1234567-MSHSAH03_ST5_3_HI2122-MSHSAH05_ST5_5_HI2122-MSHSAH06_ST5_6_HI2122,1,SEM_19_2,1,2
E,26335857,"Grenoble, Louise Michel",1234567-MGHS05_ST5_5_HI2122,0,SEM_E_2,1,2
6,26007086,"Saint-Martin-d'Hères, Henri Wallon",12345-MSILV01_ST21_1_HI2122,1,,1,2
44,25832644,"Le Gua, Les Saillants",12345-MFVLV01c_ST21_1_HI2122,0,SEM_44_7,1,2
B,26355178,"Grenoble, Oxford",12345-MGHLV20_ST0_20_HI2122,1,SEM_B_2,1,2
3,26356510,"Échirolles, Centre du graphisme",12345-MEHLV09_ST8_9_HI2122-MEHW09_ST11_9_HI2122,1,SEM_C3_2,1,2
4,25876783,"Grenoble, Victor Hugo",12345-MEHLV08_ST8_8_HI2122-MEHW08_ST11_8_HI2122,1,SEM_C4_2,1,2
42,26269940,"Meylan, La Détourbe",12345-MFVLV02c_ST21_2_HI2122,1,SEM_42_1,1,2
22,25700697,"Saint-Égrève, Saint Egrève Gare",1234567-MSHSAH03_ST5_3_HI2122-MSHSAH05_ST5_5_HI2122-MSHSAH06_ST5_6_HI2122,0,SEM_22_3,1,2
B,26107488,"Grenoble, Oxford",12345-MGHLV16_ST0_16_HI2122-MGHLV21_ST0_21_HI2122,1,SEM_B_2,1,2
B,26249662,"Gières, Plaine des Sports",1234567-MGHS04_ST5_4_HI2122,0,SEM_B_1,1,2
C,26228711,"Seyssins, Le Prisme",1234567-MGHD03_ST6_3_HI2122,1,SEM_C_2,1,2
A,25863755,"Fontaine, La Poya",12345-MEILVI02_ST21_2_HI2122,1,SEM_A_4,1,2
C,25810227,"Seyssins, Le Prisme",1234567-MGHS01_ST5_1_HI2122,1,SEM_C_2,1,2
3,26356117,"Échirolles, Centre du graphisme",12345-MEHLV09_ST8_9_HI2122-MEHW09_ST11_9_HI2122,1,SEM_C3_2,1,2
C,26354478,"Saint-Martin-d'Hères, Condillac - Universités",1234567-MGHS05_ST5_5_HI2122,0,SEM_C_1,1,2
2,25631862,"Claix, Pont Rouge",1234567-MEHD00_ST6_0_HI2122,0,SEM_C2_2,1,2
13,25631740,"Poisat, Cimetière Intercommunal",1234567-MEHD00_ST6_0_HI2122,0,SEM_13_1,1,2
25,26021095,"Le Gua, Les Saillants",12345-MSILV01_ST21_1_HI2122-MSILV02_ST21_2_HI2122,0,SEM_25_1,1,2
12,25641170,"Saint-Martin-d'Hères, Les Alloves",12345-MEHLV08_ST8_8_HI2122-MEHLV09_ST8_9_HI2122-MEHW08_ST11_8_HI2122-MEHW09_ST11_9_HI2122,1,SEM_12_1,1,2
C,26146860,"Saint-Martin-d'Hères, Condillac - Universités",12345-MGHLV16_ST0_16_HI2122-MGHLV21_ST0_21_HI2122,0,SEM_C_1,1,2
B,26249592,"Gières, Plaine des Sports",1234567-MGHS04_ST5_4_HI2122,0,SEM_B_1,1,2
42,25832448,"La Tronche, Grand Sablon",12345-MFVLV01c_ST21_1_HI2122,0,SEM_42_2,1,2
1,26308263,"Meylan, Maupertuis",12345-MSILV02_ST21_2_HI2122,0,SEM_C1_2,1,2
B,25867000,"Gières, Plaine des Sports",12345-MGHLV13_ST0_13_HI2122,0,SEM_B_1,1,2
21,25801639,"Claix, Pont Rouge",1234567-MAHS01_ST5_1_HI2122,0,SEM_21_1,1,2
7,26309088,"Gières, Universités - IUT - UFRAPS",12345-MSILV02_ST21_2_HI2122,0,SEM_C7_1,1,2
12,25634502,"Eybens, Maisons Neuves",1234567-MEHS00_ST5_0_HI2122-MEHS01_ST5_1_HI2122-MEHS04_ST5_4_HI2122-MEHS05_ST5_5_HI2122,0,SEM_12_2,1,2
A,26351882,"Fontaine, La Poya",1234567-MEHS05_ST5_5_HI2122,1,SEM_A_4,1,2
3,26356539,"Échirolles, Centre du graphisme",12345-MEHLV09_ST8_9_HI2122-MEHW09_ST11_9_HI2122,1,SEM_C3_2,1,2
B,26235480,"Gières, Plaine des Sports",12345-MGHLV19_ST0_19_HI2122,0,SEM_B_1,1,2
A,26351399,"Fontaine, La Poya",12345-MEILVI03_ST21_3_HI2122,1,SEM_A_4,1,2
C,26368258,"Saint-Martin-d'Hères, Condillac - Universités",12345-MGHLV20_ST0_20_HI2122,0,SEM_C_1,1,2
7,26309029,"Échirolles, Comboire",12345-MSILV02_ST21_2_HI2122,1,SEM_C7_2,1,2
B,25866783,"Grenoble, Oxford",12345-MGHLV13_ST0_13_HI2122,1,SEM_B_2,1,2
C,26148593,"Saint-Martin-d'Hères, Condillac - Universités",12345-MGHLV19_ST0_19_HI2122,0,SEM_C_1,1,2
48,25832766,"Claix, Cossey",12345-MFHLV10c_ST0_10_HI2122,0,SEM_48_1,1,2
19,26021473,"Seyssins, Garlettes",12345-MSILV01_ST21_1_HI2122-MSILV02_ST21_2_HI2122,0,SEM_19_1,1,2
3,25876482,"Échirolles, Centre du graphisme",12345-MEHLV08_ST8_8_HI2122-MEHW08_ST11_8_HI2122,1,SEM_C3_2,1,2
E,25847580,"Grenoble, Louise Michel",12345-MGHLV16_ST0_16_HI2122,0,SEM_E_2,1,2
E,25716418,"Fontanil-Cornillon, Palluel",1234567-MGHD03_ST6_3_HI2122,1,SEM_E_1,1,2
23,25835350,"Vizille, Le Péage",1234567-MFHS04_ST5_4_HI2122,0,SEM_23_1,1,2
B,26235534,"Grenoble, Oxford",12345-MGHLV19_ST0_19_HI2122,1,SEM_B_2,1,2
B,26107394,"Gières, Plaine des Sports",12345-MGHLV16_ST0_16_HI2122-MGHLV21_ST0_21_HI2122,0,SEM_B_1,1,2
B,26107452,"Gières, Plaine des Sports",12345-MGHLV16_ST0_16_HI2122-MGHLV21_ST0_21_HI2122,0,SEM_B_1,1,2
6,25943477,"Grenoble, Oxford",1234567-MSHSAH03_ST5_3_HI2122-MSHSAH05_ST5_5_HI2122,0,,1,2
C,26148607,"Saint-Martin-d'Hères, Condillac - Universités",12345-MGHLV19_ST0_19_HI2122,0,SEM_C_1,1,2
A,25863695,"Le Pont-de-Claix, L'Etoile",12345-MEILVI02_ST21_2_HI2122,0,SEM_A_3,1,2
22,25700896,"Grenoble, Oxford",12345-MSHLVH04_ST8_4_HI2122-MSHLVH05_ST8_5_HI2122-MSHLW04_ST11_4_HI2122-MSHLW05_ST11_5_HI2122,1,SEM_22_2,1,2
42,25832442,"La Tronche, Grand Sablon",12345-MFHLV10c_ST0_10_HI2122,0,SEM_42_4,1,2
B,26249460,"Gières, Plaine des Sports",1234567-MGHS04_ST5_4_HI2122,0,SEM_B_1,1,2
5,25744057,"Grenoble, Palais de Justice - Gare",1234567-MSHSAH03_ST5_3_HI2122-MSHSAH05_ST5_5_HI2122,0,SEM_C5_1,1,2
6,25785941,"Saint-Martin-d'Hères, Henri Wallon",1234567-MSHDF02_ST6_2_HI2122,1,,1,2
2,26246775,"Grenoble, Louise Michel",1234567-MEHS04_ST5_4_HI2122,1,SEM_C2_1,1,2
E,25716861,"Grenoble, Louise Michel",12345-MGHLV21_ST0_21_HI2122,0,SEM_E_2,1,2
C,26368227,"Seyssins, Le Prisme",12345-MGHLV20_ST0_20_HI2122,1,SEM_C_2,1,2
B,26235551,"Gières, Plaine des Sports",12345-MGHLV19_ST0_19_HI2122,0,SEM_B_1,1,2
21,26077802,"Seyssins, Le Prisme",12345-MAHLV04_ST0_4_HI2122,1,SEM_21_2,1,2
62,25835017,"Grenoble, Notre-Dame - Musée",12345-MFVLV01c_ST21_1_HI2122,0,SEM_62_4,1,2
7,25730228,"Échirolles, Comboire",1234567-MSHSAH03_ST5_3_HI2122-MSHSAH05_ST5_5_HI2122,1,SEM_C7_2,1,2
5,26319108,"Gières, Universités - Biologie",1234567-MSHSAH06_ST5_6_HI2122,1,SEM_C5_2,1,2
12,25924748,"Eybens, Maisons Neuves",12345-MEILVI02_ST21_2_HI2122-MEILVI03_ST21_3_HI2122,0,SEM_12_2,1,2
B,25866884,"Grenoble, Oxford",12345-MGHLV13_ST0_13_HI2122,1,SEM_B_2,1,2
4,26342842,"Grenoble, Victor Hugo",12345-MEILVI03_ST21_3_HI2122,1,SEM_C4_2,1,2
1,26028865,"Grenoble, Cité Jean Macé",12345-MSILV01_ST21_1_HI2122,1,SEM_C1_1,1,2
A,25806502,"Fontaine, La Poya",1234567-MEHS00_ST5_0_HI2122-MEHS01_ST5_1_HI2122,1,SEM_A_4,1,2
15,25798999,"Grenoble, Verdun - Préfecture",12345-MAHLV04_ST0_4_HI2122,1,SEM_15_4,1,2
60,25805894,"Proveysieux, Planfay Haut",12*45-MFHLV10c_ST0_10_HI2122,1,SEM_60_2,1,2
13,25925066,"Poisat, Cimetière Intercommunal",12345-MEILVI02_ST21_2_HI2122-MEILVI03_ST21_3_HI2122,0,SEM_13_1,1,2
54,25792118,"Grenoble, Oxford",1234567-MFHS03_ST5_3_HI2122-MFHS04_ST5_4_HI2122,0,SEM_54_1,1,2
E,25947475,"Grenoble, Louise Michel",12345-MGHLV19_ST0_19_HI2122,0,SEM_E_2,1,2
20,26251171,"Seyssinet-Pariset, Seyssinet-Pariset Hôtel de Ville",12345-MSHLVH04_ST8_4_HI2122-MSHLVH05_ST8_5_HI2122-MSHLW04_ST11_4_HI2122-MSHLW05_ST11_5_HI2122,0,SEM_20_1,1,2
A,26236746,"Grenoble, Chavant",12345-MGHLV19_ST0_19_HI2122,1,SEM_A_4,1,2
B,26235571,"Grenoble, Oxford",12345-MGHLV19_ST0_19_HI2122,1,SEM_B_2,1,2
B,26355026,"Grenoble, Oxford",12345-MGHLV20_ST0_20_HI2122,1,SEM_B_2,1,2
16,26020649,"Le Pont-de-Claix, Gendarmerie",123456*-MSILV01_ST21_1_HI2122-MSILV02_ST21_2_HI2122,1,SEM_16_2,1,2
4,25876711,"Grenoble, Victor Hugo",12345-MEHLV08_ST8_8_HI2122-MEHW08_ST11_8_HI2122,1,SEM_C4_2,1,2
A,25713910,"Fontaine, La Poya",12345-MEHLV08_ST8_8_HI2122-MEHLV09_ST8_9_HI2122-MEHW08_ST11_8_HI2122-MEHW09_ST11_9_HI2122,1,SEM_A_4,1,2
4,26342690,"Eybens, Le Verderet",12345-MEILVI03_ST21_3_HI2122,0,SEM_C4_1,1,2
A,26236041,"Grenoble, Gares",12345-MGHLV19_ST0_19_HI2122,1,SEM_A_2,1,2
B,25866981,"Gières, Plaine des Sports",12345-MGHLV13_ST0_13_HI2122,0,SEM_B_1,1,2
4,26322172,"Grenoble, Victor Hugo",1234567-MEHS05_ST5_5_HI2122,1,SEM_C4_2,1,2
B,26354273,"Grenoble, Oxford",1234567-MGHS05_ST5_5_HI2122,1,SEM_B_2,1,2
E,25947410,"Fontanil-Cornillon, Palluel",12345-MGHLV19_ST0_19_HI2122,1,SEM_E_1,1,2
C,25858400,"Saint-Martin-d'Hères, Condillac - Universités",12345-MGHLV13_ST0_13_HI2122,0,SEM_C_1,1,2
A,25863176,"Le Pont-de-Claix, L'Etoile",12345-MEILVI02_ST21_2_HI2122,0,SEM_A_3,1,2
C,25858378,"Seyssins, Le Prisme",12345-MGHLV13_ST0_13_HI2122,1,SEM_C_2,1,2
4,26012746,"Eybens, Le Verderet",12345-MEILVI02_ST21_2_HI2122,0,SEM_C4_1,1,2
